SampleID	Classified	Unclassified
EXB059.A1401.SG1.1_S0_L001_R1_001.output.3.rso.kraken	273115	551957
EXB059.A1501.SG1.1_S0_L001_R1_001.output.1.rso.kraken	110771	191298
EXB059.A1501.SG1.1_S0_L001_R1_001.output.2.rso.kraken	110771	191298
EXB059.A1501.SG1.1_S0_L001_R1_001.output.3.rso.kraken	110771	191298
EXB059.A1601.SG1.1_S0_L001_R1_001.output.1.rso.kraken	39	113
EXB059.A1601.SG1.1_S0_L001_R1_001.output.2.rso.kraken	39	113
EXB059.A1601.SG1.1_S0_L001_R1_001.output.3.rso.kraken	39	113
EXB059.A1701.SG1.1_S0_L001_R1_001.output.1.rso.kraken	114278	352686
EXB059.A1701.SG1.1_S0_L001_R1_001.output.2.rso.kraken	114278	352686
EXB059.A1701.SG1.1_S0_L001_R1_001.output.3.rso.kraken	114278	352686
EXB059.A1801.SG1.1_S0_L001_R1_001.output.1.rso.kraken	633368	749829
EXB059.A1801.SG1.1_S0_L001_R1_001.output.2.rso.kraken	633368	749829
EXB059.A1801.SG1.1_S0_L001_R1_001.output.3.rso.kraken	633368	749829
EXB059.A1901.SG1.1_S0_L001_R1_001.output.1.rso.kraken	559640	374367
EXB059.A1901.SG1.1_S0_L001_R1_001.output.2.rso.kraken	559640	374367
EXB059.A1901.SG1.1_S0_L001_R1_001.output.3.rso.kraken	559640	374367
EXB059.A2001.SG1.1_S0_L001_R1_001.output.1.rso.kraken	370642	387210
EXB059.A2001.SG1.1_S0_L001_R1_001.output.2.rso.kraken	370642	387210
EXB059.A2001.SG1.1_S0_L001_R1_001.output.3.rso.kraken	370642	387210
JAE006.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.1.rso.kraken	4108508	5891492
JAE006.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.2.rso.kraken	4108508	5891492
JAE006.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.3.rso.kraken	4108508	5891492
JAE006.A0101_S0_L001_R1_001.output.1.rso.kraken	36123219	51779236
JAE006.A0101_S0_L001_R1_001.output.2.rso.kraken	36123219	51779236
JAE006.A0101_S0_L001_R1_001.output.3.rso.kraken	36123219	51779236
JAE007.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.1.rso.kraken	4314954	5685046
JAE007.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.2.rso.kraken	4314954	5685046
JAE007.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.3.rso.kraken	4314954	5685046
JAE007.A0101_S0_L001_R1_001.output.1.rso.kraken	28646869	37784208
JAE007.A0101_S0_L001_R1_001.output.2.rso.kraken	28646869	37784208
JAE007.A0101_S0_L001_R1_001.output.3.rso.kraken	28646869	37784208
JAE008.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.1.rso.kraken	3304024	6695976
JAE008.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.2.rso.kraken	3304024	6695976
JAE008.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.3.rso.kraken	3304024	6695976
JAE008.A0101_S0_L001_R1_001.output.1.rso.kraken	21583793	43737055
JAE008.A0101_S0_L001_R1_001.output.2.rso.kraken	21583793	43737055
JAE008.A0101_S0_L001_R1_001.output.3.rso.kraken	21583793	43737055
JAE009.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.1.rso.kraken	3229807	6770193
JAE009.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.2.rso.kraken	3229807	6770193
JAE009.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.3.rso.kraken	3229807	6770193
JAE009.A0101_S0_L001_R1_001.output.1.rso.kraken	21354047	44721626
JAE009.A0101_S0_L001_R1_001.output.2.rso.kraken	21354047	44721626
JAE009.A0101_S0_L001_R1_001.output.3.rso.kraken	21354047	44721626
JAE010.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.1.rso.kraken	3635276	6364724
JAE010.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.2.rso.kraken	3635276	6364724
JAE010.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.3.rso.kraken	3635276	6364724
JAE010.A0101_S0_L001_R1_001.output.1.rso.kraken	21827534	38210932
JAE010.A0101_S0_L001_R1_001.output.2.rso.kraken	21827534	38210932
JAE010.A0101_S0_L001_R1_001.output.3.rso.kraken	21827534	38210932
JAE012.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.1.rso.kraken	3705946	6294054
JAE012.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.2.rso.kraken	3705946	6294054
JAE012.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.3.rso.kraken	3705946	6294054
JAE012.A0101_S0_L001_R1_001.output.1.rso.kraken	23265632	39503729
JAE012.A0101_S0_L001_R1_001.output.2.rso.kraken	23265632	39503729
JAE012.A0101_S0_L001_R1_001.output.3.rso.kraken	23265632	39503729
JAE013.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.1.rso.kraken	4001976	5998024
JAE013.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.2.rso.kraken	4001976	5998024
JAE013.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.3.rso.kraken	4001976	5998024
JAE013.A0101_S0_L001_R1_001.output.1.rso.kraken	15590563	23369996
JAE013.A0101_S0_L001_R1_001.output.2.rso.kraken	15590563	23369996
JAE013.A0101_S0_L001_R1_001.output.3.rso.kraken	15590563	23369996
JAE014.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.1.rso.kraken	2766718	7233282
JAE014.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.2.rso.kraken	2766718	7233282
JAE014.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.3.rso.kraken	2766718	7233282
JAE014.A0101_S0_L001_R1_001.output.1.rso.kraken	18976802	49654722
JAE014.A0101_S0_L001_R1_001.output.2.rso.kraken	18976802	49654722
JAE014.A0101_S0_L001_R1_001.output.3.rso.kraken	18976802	49654722
JAE015.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.1.rso.kraken	3026246	6973754
JAE015.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.2.rso.kraken	3026246	6973754
JAE015.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.3.rso.kraken	3026246	6973754
JAE015.A0101_S0_L001_R1_001.output.1.rso.kraken	17409268	40112079
JAE015.A0101_S0_L001_R1_001.output.2.rso.kraken	17409268	40112079
JAE015.A0101_S0_L001_R1_001.output.3.rso.kraken	17409268	40112079
JAE016.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.1.rso.kraken	2770928	7229072
JAE016.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.2.rso.kraken	2770928	7229072
JAE016.A0101_S0_L001_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam.10M.fastq.gz.output.3.rso.kraken	2770928	7229072
JAE016.A0101_S0_L001_R1_001.output.1.rso.kraken	26210978	68367766
JAE016.A0101_S0_L001_R1_001.output.2.rso.kraken	26210978	68367766
JAE016.A0101_S0_L001_R1_001.output.3.rso.kraken	26210978	68367766
LIB050.A0101.SG1.1_S0_L001_R1_001.output.1.rso.kraken	56197	332768
LIB050.A0101.SG1.1_S0_L001_R1_001.output.2.rso.kraken	56197	332768
LIB050.A0101.SG1.1_S0_L001_R1_001.output.3.rso.kraken	56197	332768
LIB050.A0102.SG1.1_S0_L001_R1_001.output.1.rso.kraken	59172	212575
LIB050.A0102.SG1.1_S0_L001_R1_001.output.2.rso.kraken	59172	212575
LIB050.A0102.SG1.1_S0_L001_R1_001.output.3.rso.kraken	59172	212575
LIB050.A0103.SG1.1_S0_L001_R1_001.output.1.rso.kraken	258305	377145
LIB050.A0103.SG1.1_S0_L001_R1_001.output.2.rso.kraken	258305	377145
LIB050.A0103.SG1.1_S0_L001_R1_001.output.3.rso.kraken	258305	377145
LIB050.A0105.SG1.1_S0_L001_R1_001.output.1.rso.kraken	15	92
LIB050.A0105.SG1.1_S0_L001_R1_001.output.2.rso.kraken	15	92
LIB050.A0105.SG1.1_S0_L001_R1_001.output.3.rso.kraken	15	92
LIB050.A0106.SG1.1_S0_L001_R1_001.output.1.rso.kraken	113074	425898
LIB050.A0106.SG1.1_S0_L001_R1_001.output.2.rso.kraken	113074	425898
LIB050.A0106.SG1.1_S0_L001_R1_001.output.3.rso.kraken	113074	425898
LIB050.A0107.SG1.1_S0_L001_R1_001.output.1.rso.kraken	202791	457031
LIB050.A0107.SG1.1_S0_L001_R1_001.output.2.rso.kraken	202791	457031
LIB050.A0107.SG1.1_S0_L001_R1_001.output.3.rso.kraken	202791	457031
SRR061192_S0_L001_R1_000.10M.output.1.rso.kraken	4681667	4477807
SRR061192_S0_L001_R1_000.10M.output.2.rso.kraken	4681667	4477807
SRR061192_S0_L001_R1_000.10M.output.3.rso.kraken	4681667	4477807
SRR061192_S0_L001_R1_000.output.1.rso.kraken	11205178	10716180
SRR061192_S0_L001_R1_000.output.2.rso.kraken	11205178	10716180
SRR061192_S0_L001_R1_000.output.3.rso.kraken	11205178	10716180
SRR061294_S0_L001_R1_000.10M.output.1.rso.kraken	1769180	1895810
SRR061294_S0_L001_R1_000.10M.output.2.rso.kraken	1769180	1895810
SRR061294_S0_L001_R1_000.10M.output.3.rso.kraken	1769180	1895810
SRR061294_S0_L001_R1_000.output.1.rso.kraken	5006032	5372272
SRR061294_S0_L001_R1_000.output.2.rso.kraken	5006032	5372272
SRR061294_S0_L001_R1_000.output.3.rso.kraken	5006032	5372272
SRR061320_S0_L001_R1_000.10M.output.1.rso.kraken	4348811	5222887
SRR061320_S0_L001_R1_000.10M.output.2.rso.kraken	4348811	5222887
SRR061320_S0_L001_R1_000.10M.output.3.rso.kraken	4348811	5222887
SRR061320_S0_L001_R1_000.output.1.rso.kraken	10691656	12841163
SRR061320_S0_L001_R1_000.output.2.rso.kraken	10691656	12841163
SRR061320_S0_L001_R1_000.output.3.rso.kraken	10691656	12841163
SRR061365_S0_L001_R1_000.10M.output.1.rso.kraken	5144840	4535097
SRR061365_S0_L001_R1_000.10M.output.2.rso.kraken	5144840	4535097
SRR061365_S0_L001_R1_000.10M.output.3.rso.kraken	5144840	4535097
SRR061365_S0_L001_R1_000.output.1.rso.kraken	14305194	12606122
SRR061365_S0_L001_R1_000.output.2.rso.kraken	14305194	12606122
SRR061365_S0_L001_R1_000.output.3.rso.kraken	14305194	12606122
SRR061562_S0_L001_R1_000.10M.output.1.rso.kraken	5490629	6485913
SRR061562_S0_L001_R1_000.10M.output.2.rso.kraken	5490629	6485913
SRR061562_S0_L001_R1_000.10M.output.3.rso.kraken	5490629	6485913
SRR061562_S0_L001_R1_000.output.1.rso.kraken	15114624	17848930
SRR061562_S0_L001_R1_000.output.2.rso.kraken	15114624	17848930
SRR061562_S0_L001_R1_000.output.3.rso.kraken	15114624	17848930
SRR062083_S0_L001_R1_000.10M.output.1.rso.kraken	5942570	7053713
SRR062083_S0_L001_R1_000.10M.output.2.rso.kraken	5942570	7053713
SRR062083_S0_L001_R1_000.10M.output.3.rso.kraken	5942570	7053713
SRR062083_S0_L001_R1_000.output.1.rso.kraken	15448210	18331235
SRR062083_S0_L001_R1_000.output.2.rso.kraken	15448210	18331235
SRR062083_S0_L001_R1_000.output.3.rso.kraken	15448210	18331235
SRR062298_S0_L001_R1_000.10M.output.1.rso.kraken	1679666	2923784
SRR062298_S0_L001_R1_000.10M.output.2.rso.kraken	1679666	2923784
SRR062298_S0_L001_R1_000.10M.output.3.rso.kraken	1679666	2923784
SRR062298_S0_L001_R1_000.output.1.rso.kraken	5095712	8876781
SRR062298_S0_L001_R1_000.output.2.rso.kraken	5095712	8876781
SRR062298_S0_L001_R1_000.output.3.rso.kraken	5095712	8876781
SRR062299_S0_L001_R1_000.10M.output.1.rso.kraken	818344	1444951
SRR062299_S0_L001_R1_000.10M.output.2.rso.kraken	818344	1444951
SRR062299_S0_L001_R1_000.10M.output.3.rso.kraken	818344	1444951
SRR062299_S0_L001_R1_000.output.1.rso.kraken	2422201	4270955
SRR062299_S0_L001_R1_000.output.2.rso.kraken	2422201	4270955
SRR062299_S0_L001_R1_000.output.3.rso.kraken	2422201	4270955
SRR063517_S0_L001_R1_000.10M.output.1.rso.kraken	4981561	4750237
SRR063517_S0_L001_R1_000.10M.output.2.rso.kraken	4981561	4750237
SRR063517_S0_L001_R1_000.10M.output.3.rso.kraken	4981561	4750237
SRR063517_S0_L001_R1_000.output.1.rso.kraken	13294398	12674179
SRR063517_S0_L001_R1_000.output.2.rso.kraken	13294398	12674179
SRR063517_S0_L001_R1_000.output.3.rso.kraken	13294398	12674179
SRR1646030.fastq.truncated.prefixed.gz.output.1.rso.kraken	156505	1121149
SRR1646030.fastq.truncated.prefixed.gz.output.2.rso.kraken	156505	1121149
SRR1646030.fastq.truncated.prefixed.gz.output.3.rso.kraken	156505	1121149
SRR1646031.fastq.truncated.prefixed.gz.output.1.rso.kraken	862883	3073898
SRR1646031.fastq.truncated.prefixed.gz.output.2.rso.kraken	862883	3073898
SRR1646031.fastq.truncated.prefixed.gz.output.3.rso.kraken	862883	3073898
SRR1646032.fastq.truncated.prefixed.gz.output.1.rso.kraken	24611	139112
SRR1646032.fastq.truncated.prefixed.gz.output.2.rso.kraken	24611	139112
SRR1646032.fastq.truncated.prefixed.gz.output.3.rso.kraken	24611	139112
SRR1646033.fastq.truncated.prefixed.gz.output.1.rso.kraken	185731	1006134
SRR1646033.fastq.truncated.prefixed.gz.output.2.rso.kraken	185731	1006134
SRR1646033.fastq.truncated.prefixed.gz.output.3.rso.kraken	185731	1006134
SRR1646038.fastq.truncated.prefixed.gz.output.1.rso.kraken	439401	1421830
SRR1646038.fastq.truncated.prefixed.gz.output.2.rso.kraken	439401	1421830
SRR1646038.fastq.truncated.prefixed.gz.output.3.rso.kraken	439401	1421830
SRR1646039.fastq.truncated.prefixed.gz.output.1.rso.kraken	169783	868272
SRR1646039.fastq.truncated.prefixed.gz.output.2.rso.kraken	169783	868272
SRR1646039.fastq.truncated.prefixed.gz.output.3.rso.kraken	169783	868272
SRR1646040.fastq.truncated.prefixed.gz.output.1.rso.kraken	497766	2717406
SRR1646040.fastq.truncated.prefixed.gz.output.2.rso.kraken	497766	2717406
SRR1646040.fastq.truncated.prefixed.gz.output.3.rso.kraken	497766	2717406
SRR1646041.fastq.truncated.prefixed.gz.output.1.rso.kraken	1815	16234
SRR1646041.fastq.truncated.prefixed.gz.output.2.rso.kraken	1815	16234
SRR1646041.fastq.truncated.prefixed.gz.output.3.rso.kraken	1815	16234
SRR1646042.fastq.truncated.prefixed.gz.output.1.rso.kraken	255351	1113790
SRR1646042.fastq.truncated.prefixed.gz.output.2.rso.kraken	255351	1113790
SRR1646042.fastq.truncated.prefixed.gz.output.3.rso.kraken	255351	1113790
SRR1646043.fastq.truncated.prefixed.gz.output.1.rso.kraken	123540	726551
SRR1646043.fastq.truncated.prefixed.gz.output.2.rso.kraken	123540	726551
SRR1646043.fastq.truncated.prefixed.gz.output.3.rso.kraken	123540	726551
SRR1646044.fastq.truncated.prefixed.gz.output.1.rso.kraken	173555	636569
SRR1646044.fastq.truncated.prefixed.gz.output.2.rso.kraken	173555	636569
SRR1646044.fastq.truncated.prefixed.gz.output.3.rso.kraken	173555	636569
SRR1646045.fastq.truncated.prefixed.gz.output.1.rso.kraken	35490	111928
SRR1646045.fastq.truncated.prefixed.gz.output.2.rso.kraken	35490	111928
SRR1646045.fastq.truncated.prefixed.gz.output.3.rso.kraken	35490	111928
SRR1646046.fastq.truncated.prefixed.gz.output.1.rso.kraken	309802	1093442
SRR1646046.fastq.truncated.prefixed.gz.output.2.rso.kraken	309802	1093442
SRR1646046.fastq.truncated.prefixed.gz.output.3.rso.kraken	309802	1093442
SRR1646047.fastq.truncated.prefixed.gz.output.1.rso.kraken	91217	475105
SRR1646047.fastq.truncated.prefixed.gz.output.2.rso.kraken	91217	475105
SRR1646047.fastq.truncated.prefixed.gz.output.3.rso.kraken	91217	475105
SRR1804664_S0_L001_R1_000.10M.output.1.rso.kraken	6011674	5597023
SRR1804664_S0_L001_R1_000.10M.output.2.rso.kraken	6011674	5597023
SRR1804664_S0_L001_R1_000.10M.output.3.rso.kraken	6011674	5597023
SRR1804664_S0_L001_R1_000.output.1.rso.kraken	14268945	13280684
SRR1804664_S0_L001_R1_000.output.2.rso.kraken	14268945	13280684
SRR1804664_S0_L001_R1_000.output.3.rso.kraken	14268945	13280684
SRR1804823_S0_L001_R1_000.10M.output.1.rso.kraken	4001710	2892044
SRR1804823_S0_L001_R1_000.10M.output.2.rso.kraken	4001710	2892044
SRR1804823_S0_L001_R1_000.10M.output.3.rso.kraken	4001710	2892044
SRR1804823_S0_L001_R1_000.output.1.rso.kraken	11207775	8097571
SRR1804823_S0_L001_R1_000.output.2.rso.kraken	11207775	8097571
SRR1804823_S0_L001_R1_000.output.3.rso.kraken	11207775	8097571
SRR512767_S0_L001_R1_000.10M.output.1.rso.kraken	7874828	5412003
SRR512767_S0_L001_R1_000.10M.output.2.rso.kraken	7874828	5412003
SRR512767_S0_L001_R1_000.10M.output.3.rso.kraken	7874828	5412003
SRR512767_S0_L001_R1_000.output.1.rso.kraken	39443743	27124696
SRR512767_S0_L001_R1_000.output.2.rso.kraken	39443743	27124696
SRR512767_S0_L001_R1_000.output.3.rso.kraken	39443743	27124696
SRR513165_S0_L001_R1_000.10M.output.1.rso.kraken	1557524	1794412
SRR513165_S0_L001_R1_000.10M.output.2.rso.kraken	1557524	1794412
SRR513165_S0_L001_R1_000.10M.output.3.rso.kraken	1557524	1794412
SRR513165_S0_L001_R1_000.output.1.rso.kraken	6669821	7679716
SRR513165_S0_L001_R1_000.output.2.rso.kraken	6669821	7679716
SRR513165_S0_L001_R1_000.output.3.rso.kraken	6669821	7679716
SRR513768_S0_L001_R1_000.10M.output.1.rso.kraken	1705665	1627876
SRR513768_S0_L001_R1_000.10M.output.2.rso.kraken	1705665	1627876
SRR513768_S0_L001_R1_000.10M.output.3.rso.kraken	1705665	1627876
SRR513768_S0_L001_R1_000.output.1.rso.kraken	14263372	13600360
SRR513768_S0_L001_R1_000.output.2.rso.kraken	14263372	13600360
SRR513768_S0_L001_R1_000.output.3.rso.kraken	14263372	13600360
SRR513775_S0_L001_R1_000.10M.output.1.rso.kraken	2798713	2190292
SRR513775_S0_L001_R1_000.10M.output.2.rso.kraken	2798713	2190292
SRR513775_S0_L001_R1_000.10M.output.3.rso.kraken	2798713	2190292
SRR513775_S0_L001_R1_000.output.1.rso.kraken	13536800	10606532
SRR513775_S0_L001_R1_000.output.2.rso.kraken	13536800	10606532
SRR513775_S0_L001_R1_000.output.3.rso.kraken	13536800	10606532
SRR513828_S0_L001_R1_000.10M.output.1.rso.kraken	4484980	5028472
SRR513828_S0_L001_R1_000.10M.output.2.rso.kraken	4484980	5028472
SRR513828_S0_L001_R1_000.10M.output.3.rso.kraken	4484980	5028472
SRR513828_S0_L001_R1_000.output.1.rso.kraken	21888749	24515290
SRR513828_S0_L001_R1_000.output.2.rso.kraken	21888749	24515290
SRR513828_S0_L001_R1_000.output.3.rso.kraken	21888749	24515290
SRR514202_S0_L001_R1_000.10M.output.1.rso.kraken	579450	514213
SRR514202_S0_L001_R1_000.10M.output.2.rso.kraken	579450	514213
SRR514202_S0_L001_R1_000.10M.output.3.rso.kraken	579450	514213
SRR514202_S0_L001_R1_000.output.1.rso.kraken	6234069	5517050
SRR514202_S0_L001_R1_000.output.2.rso.kraken	6234069	5517050
SRR514202_S0_L001_R1_000.output.3.rso.kraken	6234069	5517050
SRR514239_S0_L001_R1_000.10M.output.1.rso.kraken	879039	1101804
SRR514239_S0_L001_R1_000.10M.output.2.rso.kraken	879039	1101804
SRR514239_S0_L001_R1_000.10M.output.3.rso.kraken	879039	1101804
SRR514239_S0_L001_R1_000.output.1.rso.kraken	7375705	9266201
SRR514239_S0_L001_R1_000.output.2.rso.kraken	7375705	9266201
SRR514239_S0_L001_R1_000.output.3.rso.kraken	7375705	9266201
SRR514306_S0_L001_R1_000.10M.output.1.rso.kraken	4204519	2927528
SRR514306_S0_L001_R1_000.10M.output.2.rso.kraken	4204519	2927528
SRR514306_S0_L001_R1_000.10M.output.3.rso.kraken	4204519	2927528
SRR514306_S0_L001_R1_000.output.1.rso.kraken	22346118	15578621
SRR514306_S0_L001_R1_000.output.2.rso.kraken	22346118	15578621
SRR514306_S0_L001_R1_000.output.3.rso.kraken	22346118	15578621
SRR514329_S0_L001_R1_000.10M.output.1.rso.kraken	1568022	1831285
SRR514329_S0_L001_R1_000.10M.output.2.rso.kraken	1568022	1831285
SRR514329_S0_L001_R1_000.10M.output.3.rso.kraken	1568022	1831285
SRR514329_S0_L001_R1_000.output.1.rso.kraken	12984244	15169535
SRR514329_S0_L001_R1_000.output.2.rso.kraken	12984244	15169535
SRR514329_S0_L001_R1_000.output.3.rso.kraken	12984244	15169535
