featureid	Intercept	C(Sex, Treatment('Male'))[T.Female]	C(Sex, Treatment('Male'))[T.Unknown]
Bacteroides	1.7485729015043248	-0.03622522803990069	-0.6888803469983831
Porphyromonas	2.1485062992742527	0.45099139359744367	2.624550200715851
Alloprevotella	0.48196001412181744	-0.10277151170221988	1.2975791466387028
Paraprevotella	-2.7676820003816625	-0.735730497567336	-3.6203924643842473
Prevotella	3.0772549665143956	0.17885221687110242	2.755237199083161
Tannerella	2.5980481064489354	0.5526336148098308	1.3128250610979313
Phocaeicola	1.9417652344873417	0.20436124649794873	2.502309895768952
Capnocytophaga	4.215024784820365	-0.30048918577877703	3.7723961842211002
Riemerella	-2.163548156006052	-1.4477820679828328	4.1227408421190495
Candidatus Kryptonium	-1.865025206787302	-0.2158686504050893	2.7791884911211246
Fusobacterium	2.6608802831342686	0.11650635448249158	3.0651708614977116
Leptotrichia	2.9080298698118194	0.36034354713710126	3.4534674656542057
Lautropia	3.6294296538999546	-0.911448864667098	4.925798035875153
Ottowia	3.9546750343015655	-2.3066383883639974	-9.377190016493012
Eikenella	2.832928494231986	-1.6332764908954305	2.7577417862566227
Kingella	1.6958935155144204	0.2983850255325633	2.9629245770128483
Morococcus	1.0725664651563633	-1.2472839638873738	1.1398954165132755
Neisseria	4.446564034240531	-0.7105008647128743	2.8803709519060368
Propionivibrio	-5.151377125961496	-0.2740346774741811	-1.9423375356046453
Desulfobulbus	1.143234924094962	1.2825107291057898	-6.835682295545746
Desulfomicrobium	-0.636124058944894	2.424460978777726	-5.3317412364331975
Desulfovibrio	-1.5038840019533177	0.5713702156856852	-4.603266619428803
Campylobacter	2.233069077747153	0.1292505278900462	3.4024530422838444
Cardiobacterium	2.4967010176351536	-0.024767226009051235	4.454470731035065
Aggregatibacter	3.8781691348722447	-1.9212374970599813	-0.4662875461427456
Haemophilus	2.617937222736167	0.670510740549882	1.6700051796587223
Treponema	2.4147108948400486	0.07409918454440323	2.0734807026537174
Actinobaculum	1.1145436918905247	1.449698181422074	-6.8702777850476995
Actinomyces	4.936279133575248	0.39716959145816144	2.0325871479662174
Schaalia	2.5017460739782322	-1.3896410748645467	4.560359574571442
Corynebacterium	4.112338856475638	0.676682205469926	2.5665834915788883
Mycobacterium	-1.8156692230531712	-0.380585370986144	-4.416867398008515
Cellulomonas	-1.8914403164217015	-0.43863472196308795	4.435836888566803
Kytococcus	-1.4809178554842015	0.0024545021072226447	4.439380265489411
Rothia	3.572762326019095	0.3375133588627177	3.143480159059357
Xylanimonas	-0.8574706756898891	-2.04007592651097	4.5825844776781315
Sanguibacter	-1.3653446876832982	-1.503218917576949	4.750735856309723
Acidipropionibacterium	-5.691278382522776	0.9214939787700964	-1.60702105639856
Propionibacterium	1.2609799957445134	0.3096903875187236	1.2330666554125065
Pseudopropionibacterium	3.646214917915152	-0.4199792132064504	1.850381947770905
Tessaracoccus	-2.419799729568674	0.12969389704020706	-3.9258388507215276
Atopobium	-1.10822145579548	0.22860273865016278	-4.970011137708832
Olsenella	2.6255179202726353	0.10347171273978528	1.558232880845856
Collinsella	-4.068440839035227	0.7046167567089396	-2.633704088911225
Cryptobacterium	-4.149869843704416	0.6075304463222819	-2.585952781423737
Gordonibacter	-4.845118924362375	0.7144908025577861	-2.1139948594419256
Slackia	-1.0797077858278286	0.4223594680145579	-4.976760290846039
Gemella	0.6378304517438877	-0.2426701173469228	4.71831379057486
Abiotrophia	1.9482414877584446	-1.2191763207599324	5.033099271074128
Granulicatella	1.3808025574853886	-1.1767424628421477	3.2446211350115055
Streptococcus	4.589008406417655	-0.6693496391460103	3.4754463207872623
Clostridium	-2.5920061313936253	0.5347560360744792	-3.7511555182782903
Mogibacterium	-1.2790505134889623	0.3573641493633586	-4.805424116834809
Eubacterium	0.33316405178813824	-0.6738429352924031	2.258232690110993
Pseudoramibacter	-0.9654456817934047	2.033345313341935	3.468334771409821
Catonella	-0.037062093002511176	-0.3284184024020833	2.019057608857941
Coprococcus	-5.94568245051594	1.2296460583523108	-1.4744039404241338
Johnsonella	-0.2822121822664272	-0.2851018145963353	1.7025640976579899
Lachnoanaerobaculum	0.49758835198192486	0.23477125314029035	1.718889094606232
Lachnoclostridium	-6.560168668014719	1.994708390505631	-1.1437233614770665
Oribacterium	0.13700409294872173	-0.6558342859431905	-6.027915381178071
Shuttleworthia	-3.9120535099336644	-0.5954292699977568	-2.767843149885346
Stomatobaculum	-1.431903048736765	0.6265144064739543	-4.702393435224701
Filifactor	-0.9951273643800747	0.5144165470913249	-5.020862959608246
Peptoanaerobacter	-0.19904725192279926	-0.8395328805133504	1.3825670254381413
Peptostreptococcus	-3.6305360042879125	-0.6067142769977254	-2.988119505628754
Eggerthia	-2.1480886184999486	0.0753303408339816	-4.0910607802716985
Solobacterium	-2.0354084217378636	0.35265681293757734	-4.226274155363251
Centipeda	-0.6596869671175014	0.1910849973276454	3.3112364781053776
Mitsuokella	-1.622447653991892	0.6449853494480449	-4.53529825089853
Selenomonas	2.038366005437659	0.35010665801318464	3.436240292802643
Anaeroglobus	-0.8686479770967495	0.41019448784144696	2.635970212236237
Dialister	-0.029070540649605903	0.5410089209392863	2.7605484497698063
Megasphaera	-3.558304711563303	1.1314100935772253	-3.032749556287934
Veillonella	1.7107108315995205	1.0136658861950232	2.6809283268602604
Parvimonas	-0.4727663242647182	0.21088421490939435	-5.494492434248139
Peptoniphilus	-4.127583428604319	0.8853115752056433	-2.600716732725312
Candidatus Methanomethylophilus	-3.282352849228098	-1.9321728036090535	-3.2329651343671575
Methanobrevibacter	0.25655157925395855	-0.3867297455951375	-6.090279959425141
